loan_id,borrower_id,application_date,event_date,days_to_event,event_type,defaulted,loss_given_default,loss_amount,default_probability
L001550,B0512,2024-04-20,2024-07-19,90,maturity,False,0.0,0.0,0.0
L001551,B0512,2024-08-28,2025-02-24,180,maturity,False,0.0,0.0,0.0
L001552,B0513,2024-07-13,2024-09-11,60,maturity,False,0.0,0.0,0.0
L001553,B0513,2023-06-04,2023-07-04,30,maturity,False,0.0,0.0,0.0
L001554,B0514,2023-01-25,2023-03-26,60,maturity,False,0.0,0.0,0.0
L001555,B0514,2024-07-08,2024-10-06,90,maturity,False,0.0,0.0,0.0
L001556,B0514,2024-10-13,2024-11-12,30,maturity,False,0.0,0.0,0.0
L001557,B0514,2023-12-10,2024-01-09,30,maturity,False,0.0,0.0,0.0
L001558,B0515,2023-11-11,2023-12-11,30,maturity,False,0.0,0.0,0.0
L001559,B0515,2023-07-30,2024-07-29,365,maturity,False,0.0,0.0,0.0
L001560,B0515,2023-09-01,2024-02-28,180,maturity,False,0.0,0.0,0.0
L001561,B0515,2024-05-18,2024-06-17,30,maturity,False,0.0,0.0,0.0
L001562,B0516,2024-12-29,2025-03-29,90,maturity,False,0.0,0.0,0.0
L001563,B0516,2023-04-06,2023-05-06,30,maturity,False,0.0,0.0,0.0
L001564,B0517,2024-06-16,2024-12-13,180,maturity,False,0.0,0.0,0.0
L001565,B0517,2024-12-18,2025-03-18,90,maturity,False,0.0,0.0,0.0
L001566,B0518,2023-03-28,2024-03-27,365,maturity,False,0.0,0.0,0.0
L001567,B0518,2023-04-08,2024-04-07,365,maturity,False,0.0,0.0,0.0
L001568,B0518,2023-05-17,2023-11-13,180,maturity,False,0.0,0.0,0.0
L001569,B0518,2023-03-18,2024-03-17,365,maturity,False,0.0,0.0,0.0
L001570,B0519,2023-03-05,2023-09-01,180,maturity,False,0.0,0.0,0.0
L001571,B0519,2024-11-09,2025-01-08,60,maturity,False,0.0,0.0,0.0
L001572,B0519,2023-08-31,2023-11-29,90,maturity,False,0.0,0.0,0.0
L001573,B0519,2023-09-25,2023-12-24,90,maturity,False,0.0,0.0,0.0
L001574,B0519,2024-02-07,2024-05-07,90,maturity,False,0.0,0.0,0.0
L001575,B0520,2024-04-08,2024-07-07,90,maturity,False,0.0,0.0,0.0
L001576,B0520,2023-08-28,2023-09-27,30,maturity,False,0.0,0.0,0.0
L001577,B0520,2023-07-27,2023-09-25,60,maturity,False,0.0,0.0,0.0
L001578,B0521,2023-04-22,2023-06-21,60,maturity,False,0.0,0.0,0.0
L001579,B0521,2023-04-19,2023-06-18,60,maturity,False,0.0,0.0,0.0
L001580,B0521,2024-04-05,2024-10-02,180,maturity,False,0.0,0.0,0.0
L001581,B0521,2023-11-18,2024-05-16,180,maturity,False,0.0,0.0,0.0
L001582,B0521,2023-05-04,2024-05-03,365,maturity,False,0.0,0.0,0.0
L001583,B0522,2023-08-01,2024-01-28,180,maturity,False,0.0,0.0,0.0
L001584,B0522,2023-11-12,2024-05-10,180,maturity,False,0.0,0.0,0.0
L001585,B0522,2023-09-29,2023-10-29,30,maturity,False,0.0,0.0,0.0
L001586,B0523,2023-06-11,2023-09-09,90,maturity,False,0.0,0.0,0.0
L001587,B0524,2023-02-11,2023-04-12,60,maturity,False,0.0,0.0,0.0
L001588,B0524,2023-12-02,2024-01-31,60,maturity,False,0.0,0.0,0.0
L001589,B0524,2023-04-04,2023-06-03,60,maturity,False,0.0,0.0,0.0
L001590,B0524,2023-12-31,2024-06-28,180,maturity,False,0.0,0.0,0.0
L001591,B0524,2024-06-09,2024-07-09,30,maturity,False,0.0,0.0,0.0
L001592,B0525,2023-09-24,2023-11-23,60,maturity,False,0.0,0.0,0.0
L001593,B0525,2023-02-01,2023-07-31,180,maturity,False,0.0,0.0,0.0
L001594,B0525,2024-04-08,2025-04-08,365,maturity,False,0.0,0.0,0.0
L001595,B0526,2023-09-13,2023-10-13,30,maturity,False,0.0,0.0,0.0
L001596,B0526,2024-04-18,2024-05-18,30,maturity,False,0.0,0.0,0.0
L001597,B0526,2023-05-24,2023-06-23,30,maturity,False,0.0,0.0,0.0
L001598,B0526,2023-01-13,2023-02-12,30,maturity,False,0.0,0.0,0.0
L001599,B0526,2023-08-16,2023-10-15,60,maturity,False,0.0,0.0,0.0
L001600,B0527,2024-02-15,2024-05-15,90,maturity,False,0.0,0.0,0.0
L001601,B0527,2024-12-03,2025-01-02,30,maturity,False,0.0,0.0,0.0
L001602,B0528,2024-08-23,2024-11-21,90,maturity,False,0.0,0.0,0.0
L001603,B0528,2023-03-18,2023-04-17,30,maturity,False,0.0,0.0,0.0
L001604,B0528,2023-03-08,2023-05-07,60,maturity,False,0.0,0.0,0.0
L001605,B0528,2024-10-23,2025-04-21,180,maturity,False,0.0,0.0,0.0
L001606,B0528,2023-05-12,2023-06-11,30,maturity,False,0.0,0.0,0.0
L001607,B0529,2023-05-06,2023-06-05,30,maturity,False,0.0,0.0,0.0
L001608,B0529,2024-04-17,2024-05-17,30,maturity,False,0.0,0.0,0.0
L001609,B0529,2023-06-22,2024-06-21,365,maturity,False,0.0,0.0,0.0
L001610,B0530,2024-02-09,2024-08-07,180,maturity,False,0.0,0.0,0.0
L001611,B0530,2023-01-31,2023-07-30,180,maturity,False,0.0,0.0,0.0
L001612,B0530,2024-11-30,2025-05-29,180,maturity,False,0.0,0.0,0.0
L001613,B0530,2023-06-26,2023-09-24,90,maturity,False,0.0,0.0,0.0
L001614,B0531,2023-07-11,2023-10-09,90,maturity,False,0.0,0.0,0.0
L001615,B0531,2023-10-14,2024-04-11,180,maturity,False,0.0,0.0,0.0
L001616,B0532,2023-02-05,2024-02-05,365,maturity,False,0.0,0.0,0.0
L001617,B0532,2024-09-26,2025-04-08,194,default,True,0.24626606386247044,5009.417691046292,1.0
L001618,B0533,2024-10-24,2025-01-22,90,maturity,False,0.0,0.0,0.0
L001619,B0533,2024-05-25,2024-11-21,180,maturity,False,0.0,0.0,0.0
L001620,B0534,2024-05-05,2024-06-04,30,maturity,False,0.0,0.0,0.0
L001621,B0534,2023-03-31,2023-06-29,90,maturity,False,0.0,0.0,0.0
L001622,B0534,2024-01-28,2024-03-28,60,maturity,False,0.0,0.0,0.0
L001623,B0534,2024-03-05,2024-05-04,60,maturity,False,0.0,0.0,0.0
L001624,B0534,2024-10-20,2025-10-20,365,maturity,False,0.0,0.0,0.0
L001625,B0535,2024-10-07,2025-10-07,365,maturity,False,0.0,0.0,0.0
L001626,B0535,2023-01-20,2023-07-19,180,maturity,False,0.0,0.0,0.0
L001627,B0536,2024-05-06,2025-05-06,365,maturity,False,0.0,0.0,0.0
L001628,B0536,2024-05-11,2024-08-09,90,maturity,False,0.0,0.0,0.0
L001629,B0536,2024-08-02,2025-08-02,365,maturity,False,0.0,0.0,0.0
L001630,B0537,2024-02-02,2024-05-02,90,maturity,False,0.0,0.0,0.0
L001631,B0537,2023-07-04,2023-08-03,30,maturity,False,0.0,0.0,0.0
L001632,B0537,2023-11-23,2024-11-22,365,maturity,False,0.0,0.0,0.0
L001633,B0538,2023-01-31,2023-05-01,90,maturity,False,0.0,0.0,0.0
L001634,B0538,2023-03-01,2023-08-28,180,maturity,False,0.0,0.0,0.0
L001635,B0539,2024-01-02,2025-01-01,365,maturity,False,0.0,0.0,0.0
L001636,B0539,2023-08-27,2023-10-26,60,maturity,False,0.0,0.0,0.0
L001637,B0539,2023-04-13,2023-06-12,60,maturity,False,0.0,0.0,0.0
L001638,B0539,2024-11-03,2025-01-02,60,maturity,False,0.0,0.0,0.0
L001639,B0539,2023-09-30,2024-09-29,365,maturity,False,0.0,0.0,0.0
L001640,B0540,2023-08-13,2024-08-12,365,maturity,False,0.0,0.0,0.0
L001641,B0541,2023-12-30,2024-02-28,60,maturity,False,0.0,0.0,0.0
L001642,B0541,2023-06-30,2023-08-29,60,maturity,False,0.0,0.0,0.0
L001643,B0541,2024-08-29,2024-11-27,90,maturity,False,0.0,0.0,0.0
L001644,B0541,2024-12-15,2025-03-15,90,maturity,False,0.0,0.0,0.0
L001645,B0542,2023-01-29,2023-04-29,90,maturity,False,0.0,0.0,0.0
L001646,B0542,2024-08-04,2025-08-04,365,maturity,False,0.0,0.0,0.0
L001647,B0542,2023-05-26,2024-05-25,365,maturity,False,0.0,0.0,0.0
L001648,B0542,2023-07-12,2024-01-08,180,maturity,False,0.0,0.0,0.0
L001649,B0542,2024-07-09,2024-10-07,90,maturity,False,0.0,0.0,0.0
L001650,B0543,2024-05-17,2024-06-16,30,maturity,False,0.0,0.0,0.0
L001651,B0543,2023-04-03,2023-05-03,30,maturity,False,0.0,0.0,0.0
L001652,B0544,2024-09-08,2024-11-07,60,maturity,False,0.0,0.0,0.0
L001653,B0544,2023-01-21,2024-01-21,365,maturity,False,0.0,0.0,0.0
L001654,B0545,2023-01-01,2023-04-01,90,maturity,False,0.0,0.0,0.0
L001655,B0545,2024-09-20,2024-11-19,60,maturity,False,0.0,0.0,0.0
L001656,B0545,2023-05-14,2023-08-12,90,maturity,False,0.0,0.0,0.0
L001657,B0545,2023-07-01,2023-09-29,90,maturity,False,0.0,0.0,0.0
L001658,B0546,2023-01-23,2023-03-24,60,maturity,False,0.0,0.0,0.0
L001659,B0547,2024-12-22,2025-02-20,60,maturity,False,0.0,0.0,0.0
L001660,B0547,2023-04-24,2024-04-23,365,maturity,False,0.0,0.0,0.0
L001661,B0547,2024-01-09,2024-02-08,30,maturity,False,0.0,0.0,0.0
L001662,B0547,2024-01-18,2024-07-16,180,maturity,False,0.0,0.0,0.0
L001663,B0547,2024-08-23,2024-09-22,30,maturity,False,0.0,0.0,0.0
L001664,B0548,2023-11-06,2024-02-04,90,maturity,False,0.0,0.0,0.0
L001665,B0548,2023-05-20,2023-07-19,60,maturity,False,0.0,0.0,0.0
L001666,B0548,2024-03-23,2024-09-19,180,maturity,False,0.0,0.0,0.0
L001667,B0549,2023-06-28,2024-06-27,365,maturity,False,0.0,0.0,0.0
L001668,B0549,2024-12-11,2025-12-11,365,maturity,False,0.0,0.0,0.0
L001669,B0549,2024-01-01,2024-03-01,60,maturity,False,0.0,0.0,0.0
L001670,B0550,2023-06-29,2023-12-26,180,maturity,False,0.0,0.0,0.0
L001671,B0550,2023-11-11,2024-02-09,90,maturity,False,0.0,0.0,0.0
L001672,B0550,2023-05-11,2023-07-10,60,maturity,False,0.0,0.0,0.0
L001673,B0550,2023-01-02,2024-01-02,365,maturity,False,0.0,0.0,0.0
L001674,B0550,2024-02-05,2025-02-04,365,maturity,False,0.0,0.0,0.0
L001675,B0551,2023-07-06,2024-07-05,365,maturity,False,0.0,0.0,0.0
L001676,B0552,2024-09-18,2024-11-17,60,maturity,False,0.0,0.0,0.0
L001677,B0552,2024-10-16,2025-10-16,365,maturity,False,0.0,0.0,0.0
L001678,B0552,2023-04-17,2023-10-14,180,maturity,False,0.0,0.0,0.0
L001679,B0553,2023-12-06,2024-01-05,30,maturity,False,0.0,0.0,0.0
L001680,B0553,2023-09-01,2023-11-30,90,maturity,False,0.0,0.0,0.0
L001681,B0554,2023-06-21,2023-07-21,30,maturity,False,0.0,0.0,0.0
L001682,B0554,2024-12-26,2025-03-26,90,maturity,False,0.0,0.0,0.0
L001683,B0554,2024-04-02,2024-05-02,30,maturity,False,0.0,0.0,0.0
L001684,B0555,2023-08-03,2023-10-02,60,maturity,False,0.0,0.0,0.0
L001685,B0555,2024-12-10,2025-01-09,30,maturity,False,0.0,0.0,0.0
L001686,B0555,2023-12-25,2024-03-24,90,maturity,False,0.0,0.0,0.0
L001687,B0556,2023-01-02,2023-02-01,30,maturity,False,0.0,0.0,0.0
L001688,B0557,2024-03-24,2024-09-20,180,maturity,False,0.0,0.0,0.0
L001689,B0557,2023-06-20,2023-12-17,180,maturity,False,0.0,0.0,0.0
L001690,B0557,2024-05-19,2024-11-15,180,maturity,False,0.0,0.0,0.0
L001691,B0557,2023-12-26,2024-12-25,365,maturity,False,0.0,0.0,0.0
L001692,B0558,2023-04-14,2023-10-11,180,maturity,False,0.0,0.0,0.0
L001693,B0558,2024-08-14,2024-10-13,60,maturity,False,0.0,0.0,0.0
L001694,B0558,2023-06-16,2023-12-13,180,maturity,False,0.0,0.0,0.0
L001695,B0558,2023-03-17,2023-04-16,30,maturity,False,0.0,0.0,0.0
L001696,B0559,2023-01-21,2023-04-21,90,maturity,False,0.0,0.0,0.0
L001697,B0559,2023-09-25,2023-10-25,30,maturity,False,0.0,0.0,0.0
L001698,B0559,2023-03-17,2023-06-15,90,maturity,False,0.0,0.0,0.0
L001699,B0560,2024-01-20,2024-03-20,60,maturity,False,0.0,0.0,0.0
L001700,B0560,2023-03-18,2024-03-17,365,maturity,False,0.0,0.0,0.0
L001701,B0561,2023-12-13,2024-12-12,365,maturity,False,0.0,0.0,0.0
L001702,B0562,2024-05-09,2024-06-08,30,maturity,False,0.0,0.0,0.0
L001703,B0562,2024-03-17,2024-05-16,60,maturity,False,0.0,0.0,0.0
L001704,B0562,2024-09-13,2025-03-12,180,maturity,False,0.0,0.0,0.0
L001705,B0562,2023-06-10,2023-07-10,30,maturity,False,0.0,0.0,0.0
L001706,B0562,2023-04-14,2023-07-13,90,maturity,False,0.0,0.0,0.0
L001707,B0563,2023-07-14,2024-01-10,180,maturity,False,0.0,0.0,0.0
L001708,B0563,2024-12-14,2025-12-14,365,maturity,False,0.0,0.0,0.0
L001709,B0564,2023-09-29,2023-12-28,90,maturity,False,0.0,0.0,0.0
L001710,B0564,2023-11-01,2023-12-31,60,maturity,False,0.0,0.0,0.0
L001711,B0564,2023-04-09,2023-05-09,30,maturity,False,0.0,0.0,0.0
L001712,B0564,2024-02-07,2025-02-06,365,maturity,False,0.0,0.0,0.0
L001713,B0564,2024-07-16,2025-01-12,180,maturity,False,0.0,0.0,0.0
L001714,B0565,2023-02-25,2023-05-26,90,maturity,False,0.0,0.0,0.0
L001715,B0565,2023-01-04,2023-07-03,180,maturity,False,0.0,0.0,0.0
L001716,B0566,2023-10-29,2024-10-28,365,maturity,False,0.0,0.0,0.0
L001717,B0567,2023-07-24,2023-08-23,30,maturity,False,0.0,0.0,0.0
L001718,B0567,2023-01-27,2023-03-28,60,maturity,False,0.0,0.0,0.0
L001719,B0567,2023-06-24,2023-09-22,90,maturity,False,0.0,0.0,0.0
L001720,B0567,2023-03-25,2023-09-21,180,maturity,False,0.0,0.0,0.0
L001721,B0568,2023-11-12,2024-05-10,180,maturity,False,0.0,0.0,0.0
L001722,B0569,2024-05-15,2024-08-13,90,maturity,False,0.0,0.0,0.0
L001723,B0569,2023-04-04,2024-04-03,365,maturity,False,0.0,0.0,0.0
L001724,B0569,2024-02-01,2024-04-01,60,maturity,False,0.0,0.0,0.0
L001725,B0569,2024-01-15,2024-07-13,180,maturity,False,0.0,0.0,0.0
L001726,B0570,2023-07-11,2024-01-07,180,maturity,False,0.0,0.0,0.0
L001727,B0570,2023-02-15,2023-05-16,90,maturity,False,0.0,0.0,0.0
L001728,B0570,2024-03-26,2024-09-22,180,maturity,False,0.0,0.0,0.0
L001729,B0571,2023-08-20,2023-11-18,90,maturity,False,0.0,0.0,0.0
L001730,B0571,2024-07-31,2024-08-30,30,maturity,False,0.0,0.0,0.0
L001731,B0571,2023-06-04,2023-07-04,30,maturity,False,0.0,0.0,0.0
L001732,B0572,2024-11-15,2025-02-13,90,maturity,False,0.0,0.0,0.0
L001733,B0573,2024-02-28,2025-02-27,365,maturity,False,0.0,0.0,0.0
L001734,B0573,2023-08-21,2024-08-20,365,maturity,False,0.0,0.0,0.0
L001735,B0573,2023-03-04,2023-08-31,180,maturity,False,0.0,0.0,0.0
L001736,B0573,2024-06-19,2024-12-16,180,maturity,False,0.0,0.0,0.0
L001737,B0573,2024-07-02,2024-12-29,180,maturity,False,0.0,0.0,0.0
L001738,B0574,2023-08-30,2024-02-26,180,maturity,False,0.0,0.0,0.0
L001739,B0574,2023-11-03,2023-12-03,30,maturity,False,0.0,0.0,0.0
L001740,B0574,2024-02-09,2024-03-10,30,maturity,False,0.0,0.0,0.0
L001741,B0574,2024-05-29,2025-05-29,365,maturity,False,0.0,0.0,0.0
L001742,B0574,2024-06-13,2025-06-13,365,maturity,False,0.0,0.0,0.0
L001743,B0575,2023-05-31,2023-06-30,30,maturity,False,0.0,0.0,0.0
L001744,B0575,2024-04-04,2024-06-03,60,maturity,False,0.0,0.0,0.0
L001745,B0575,2023-06-21,2023-08-20,60,maturity,False,0.0,0.0,0.0
L001746,B0575,2023-07-17,2023-09-15,60,maturity,False,0.0,0.0,0.0
L001747,B0575,2023-02-13,2023-08-12,180,maturity,False,0.0,0.0,0.0
L001748,B0576,2024-11-30,2025-05-29,180,maturity,False,0.0,0.0,0.0
L001749,B0577,2024-10-04,2024-12-03,60,maturity,False,0.0,0.0,0.0
L001750,B0577,2024-09-01,2024-11-30,90,maturity,False,0.0,0.0,0.0
L001751,B0578,2023-03-10,2023-04-09,30,maturity,False,0.0,0.0,0.0
L001752,B0578,2024-02-02,2025-02-01,365,maturity,False,0.0,0.0,0.0
L001753,B0578,2024-02-11,2025-02-10,365,maturity,False,0.0,0.0,0.0
L001754,B0579,2023-10-10,2024-10-09,365,maturity,False,0.0,0.0,0.0
L001755,B0579,2024-04-14,2024-05-14,30,maturity,False,0.0,0.0,0.0
L001756,B0579,2024-12-18,2025-12-18,365,maturity,False,0.0,0.0,0.0
L001757,B0580,2024-06-19,2024-12-16,180,maturity,False,0.0,0.0,0.0
L001758,B0580,2023-04-26,2023-10-23,180,maturity,False,0.0,0.0,0.0
L001759,B0580,2023-06-03,2023-08-02,60,maturity,False,0.0,0.0,0.0
L001760,B0580,2024-08-03,2025-08-03,365,maturity,False,0.0,0.0,0.0
L001761,B0580,2024-08-19,2024-09-18,30,maturity,False,0.0,0.0,0.0
L001762,B0581,2024-07-30,2024-08-29,30,maturity,False,0.0,0.0,0.0
L001763,B0582,2024-07-02,2024-09-30,90,maturity,False,0.0,0.0,0.0
L001764,B0582,2024-02-25,2024-05-25,90,maturity,False,0.0,0.0,0.0
L001765,B0582,2024-01-28,2024-07-26,180,maturity,False,0.0,0.0,0.0
L001766,B0583,2024-09-15,2025-03-14,180,maturity,False,0.0,0.0,0.0
L001767,B0583,2023-02-08,2023-04-09,60,maturity,False,0.0,0.0,0.0
L001768,B0583,2023-10-10,2024-04-07,180,maturity,False,0.0,0.0,0.0
L001769,B0583,2023-05-28,2024-05-27,365,maturity,False,0.0,0.0,0.0
L001770,B0583,2024-09-15,2025-03-14,180,maturity,False,0.0,0.0,0.0
L001771,B0584,2024-02-10,2024-05-10,90,maturity,False,0.0,0.0,0.0
L001772,B0585,2023-02-20,2023-08-19,180,maturity,False,0.0,0.0,0.0
L001773,B0585,2023-10-03,2024-01-01,90,maturity,False,0.0,0.0,0.0
L001774,B0586,2023-12-12,2024-03-11,90,maturity,False,0.0,0.0,0.0
L001775,B0587,2023-10-15,2024-04-12,180,maturity,False,0.0,0.0,0.0
L001776,B0587,2024-12-13,2025-01-12,30,maturity,False,0.0,0.0,0.0
L001777,B0587,2023-08-22,2023-10-21,60,maturity,False,0.0,0.0,0.0
L001778,B0588,2024-03-29,2024-06-27,90,maturity,False,0.0,0.0,0.0
L001779,B0588,2023-10-03,2024-03-31,180,maturity,False,0.0,0.0,0.0
L001780,B0588,2024-09-11,2024-10-11,30,maturity,False,0.0,0.0,0.0
L001781,B0589,2024-03-28,2024-05-27,60,maturity,False,0.0,0.0,0.0
L001782,B0589,2024-02-21,2024-08-19,180,maturity,False,0.0,0.0,0.0
L001783,B0590,2024-01-18,2024-02-17,30,maturity,False,0.0,0.0,0.0
L001784,B0590,2024-06-11,2024-08-10,60,maturity,False,0.0,0.0,0.0
L001785,B0590,2023-03-09,2023-06-07,90,maturity,False,0.0,0.0,0.0
L001786,B0590,2024-12-27,2025-12-27,365,maturity,False,0.0,0.0,0.0
L001787,B0590,2024-02-18,2024-04-18,60,maturity,False,0.0,0.0,0.0
L001788,B0591,2024-08-05,2024-09-04,30,maturity,False,0.0,0.0,0.0
L001789,B0591,2023-06-27,2023-08-26,60,maturity,False,0.0,0.0,0.0
L001790,B0591,2023-07-25,2023-08-24,30,maturity,False,0.0,0.0,0.0
L001791,B0591,2023-09-13,2023-10-13,30,maturity,False,0.0,0.0,0.0
L001792,B0591,2024-04-12,2024-05-12,30,maturity,False,0.0,0.0,0.0
L001793,B0592,2024-12-22,2025-02-20,60,maturity,False,0.0,0.0,0.0
L001794,B0592,2023-10-08,2024-01-06,90,maturity,False,0.0,0.0,0.0
L001795,B0592,2024-04-20,2025-04-20,365,maturity,False,0.0,0.0,0.0
L001796,B0593,2024-10-12,2024-11-11,30,maturity,False,0.0,0.0,0.0
L001797,B0593,2024-11-28,2024-12-28,30,maturity,False,0.0,0.0,0.0
L001798,B0593,2023-09-05,2023-12-04,90,maturity,False,0.0,0.0,0.0
L001799,B0593,2024-05-15,2025-05-15,365,maturity,False,0.0,0.0,0.0
L001800,B0594,2023-07-01,2023-09-17,78,default,True,0.3066961560294948,4186.33634602259,1.0
L001801,B0594,2024-08-23,2025-08-23,365,maturity,False,0.0,0.0,0.0
L001802,B0594,2023-12-25,2024-03-24,90,maturity,False,0.0,0.0,0.0
L001803,B0594,2023-06-17,2023-09-15,90,maturity,False,0.0,0.0,0.0
L001804,B0595,2023-10-19,2023-11-18,30,maturity,False,0.0,0.0,0.0
L001805,B0596,2023-02-20,2023-04-21,60,maturity,False,0.0,0.0,0.0
L001806,B0596,2024-08-08,2024-10-07,60,maturity,False,0.0,0.0,0.0
L001807,B0596,2023-08-15,2023-10-14,60,maturity,False,0.0,0.0,0.0
L001808,B0596,2024-11-24,2025-01-23,60,maturity,False,0.0,0.0,0.0
L001809,B0597,2024-10-29,2025-04-27,180,maturity,False,0.0,0.0,0.0
L001810,B0597,2024-06-09,2024-07-09,30,maturity,False,0.0,0.0,0.0
L001811,B0597,2024-11-29,2024-12-29,30,maturity,False,0.0,0.0,0.0
L001812,B0598,2023-05-16,2023-07-15,60,maturity,False,0.0,0.0,0.0
L001813,B0598,2024-09-07,2024-10-07,30,maturity,False,0.0,0.0,0.0
L001814,B0598,2023-08-18,2023-11-16,90,maturity,False,0.0,0.0,0.0
L001815,B0598,2024-09-14,2024-12-13,90,maturity,False,0.0,0.0,0.0
L001816,B0599,2024-03-09,2024-09-05,180,maturity,False,0.0,0.0,0.0
L001817,B0599,2023-12-24,2024-06-21,180,maturity,False,0.0,0.0,0.0
L001818,B0599,2023-09-16,2023-11-15,60,maturity,False,0.0,0.0,0.0
L001819,B0600,2023-11-06,2024-11-05,365,maturity,False,0.0,0.0,0.0
L001820,B0600,2024-09-30,2025-03-29,180,maturity,False,0.0,0.0,0.0
L001821,B0600,2024-08-21,2024-09-20,30,maturity,False,0.0,0.0,0.0
L001822,B0600,2023-01-08,2024-01-08,365,maturity,False,0.0,0.0,0.0
L001823,B0601,2024-07-28,2025-07-28,365,maturity,False,0.0,0.0,0.0
L001824,B0601,2024-09-15,2024-12-14,90,maturity,False,0.0,0.0,0.0
L001825,B0601,2023-11-02,2023-12-02,30,maturity,False,0.0,0.0,0.0
L001826,B0602,2023-03-07,2023-06-05,90,maturity,False,0.0,0.0,0.0
L001827,B0602,2023-10-11,2024-01-09,90,maturity,False,0.0,0.0,0.0
L001828,B0602,2023-10-11,2024-01-09,90,maturity,False,0.0,0.0,0.0
L001829,B0602,2024-11-02,2025-01-31,90,maturity,False,0.0,0.0,0.0
L001830,B0603,2023-06-03,2024-06-02,365,maturity,False,0.0,0.0,0.0
L001831,B0603,2023-09-04,2023-10-04,30,maturity,False,0.0,0.0,0.0
L001832,B0604,2024-02-18,2024-05-18,90,maturity,False,0.0,0.0,0.0
L001833,B0604,2024-11-28,2025-01-27,60,maturity,False,0.0,0.0,0.0
L001834,B0604,2023-01-27,2023-07-26,180,maturity,False,0.0,0.0,0.0
L001835,B0604,2023-10-30,2023-12-24,55,default,True,0.45957753678182894,20350.56226186868,1.0
L001836,B0604,2024-03-04,2024-08-31,180,maturity,False,0.0,0.0,0.0
L001837,B0605,2023-02-06,2024-02-06,365,maturity,False,0.0,0.0,0.0
L001838,B0605,2024-12-26,2025-12-26,365,maturity,False,0.0,0.0,0.0
L001839,B0605,2023-07-14,2023-10-12,90,maturity,False,0.0,0.0,0.0
L001840,B0605,2024-12-31,2025-03-01,60,maturity,False,0.0,0.0,0.0
L001841,B0606,2024-10-15,2025-04-13,180,maturity,False,0.0,0.0,0.0
L001842,B0606,2024-11-18,2025-02-16,90,maturity,False,0.0,0.0,0.0
L001843,B0606,2024-06-03,2024-09-01,90,maturity,False,0.0,0.0,0.0
L001844,B0606,2023-06-24,2024-06-23,365,maturity,False,0.0,0.0,0.0
L001845,B0606,2023-07-05,2023-10-03,90,maturity,False,0.0,0.0,0.0
L001846,B0607,2024-04-27,2024-06-26,60,maturity,False,0.0,0.0,0.0
L001847,B0608,2024-07-26,2024-09-24,60,maturity,False,0.0,0.0,0.0
L001848,B0608,2024-11-27,2025-02-25,90,maturity,False,0.0,0.0,0.0
L001849,B0608,2024-11-01,2024-12-01,30,maturity,False,0.0,0.0,0.0
L001850,B0609,2023-12-30,2024-02-28,60,maturity,False,0.0,0.0,0.0
L001851,B0609,2023-11-11,2024-05-09,180,maturity,False,0.0,0.0,0.0
L001852,B0610,2024-01-16,2024-04-15,90,maturity,False,0.0,0.0,0.0
L001853,B0610,2024-08-22,2024-11-20,90,maturity,False,0.0,0.0,0.0
L001854,B0610,2024-04-19,2024-05-19,30,maturity,False,0.0,0.0,0.0
L001855,B0611,2023-02-24,2024-02-24,365,maturity,False,0.0,0.0,0.0
L001856,B0611,2024-08-17,2025-08-17,365,maturity,False,0.0,0.0,0.0
L001857,B0611,2023-03-14,2023-09-10,180,maturity,False,0.0,0.0,0.0
L001858,B0611,2023-07-19,2024-07-18,365,maturity,False,0.0,0.0,0.0
L001859,B0612,2024-11-28,2025-05-27,180,maturity,False,0.0,0.0,0.0
L001860,B0613,2023-11-02,2024-04-30,180,maturity,False,0.0,0.0,0.0
L001861,B0613,2023-02-25,2023-04-26,60,maturity,False,0.0,0.0,0.0
L001862,B0613,2023-05-21,2023-07-20,60,maturity,False,0.0,0.0,0.0
L001863,B0613,2023-12-17,2024-06-14,180,maturity,False,0.0,0.0,0.0
L001864,B0613,2024-08-06,2025-02-02,180,maturity,False,0.0,0.0,0.0
L001865,B0614,2023-11-20,2024-01-19,60,maturity,False,0.0,0.0,0.0
L001866,B0614,2023-03-24,2023-09-20,180,maturity,False,0.0,0.0,0.0
L001867,B0615,2024-10-08,2024-12-07,60,maturity,False,0.0,0.0,0.0
L001868,B0615,2023-11-17,2023-12-17,30,maturity,False,0.0,0.0,0.0
L001869,B0615,2023-01-05,2023-07-04,180,maturity,False,0.0,0.0,0.0
L001870,B0616,2023-08-03,2023-10-02,60,maturity,False,0.0,0.0,0.0
L001871,B0616,2024-08-13,2024-10-12,60,maturity,False,0.0,0.0,0.0
L001872,B0616,2024-05-16,2024-06-15,30,maturity,False,0.0,0.0,0.0
L001873,B0617,2024-09-21,2025-03-20,180,maturity,False,0.0,0.0,0.0
L001874,B0617,2024-10-10,2025-04-08,180,maturity,False,0.0,0.0,0.0
L001875,B0618,2024-03-15,2024-09-11,180,maturity,False,0.0,0.0,0.0
L001876,B0618,2024-01-28,2024-02-27,30,maturity,False,0.0,0.0,0.0
L001877,B0618,2023-02-08,2024-02-08,365,maturity,False,0.0,0.0,0.0
L001878,B0618,2023-07-24,2023-10-22,90,maturity,False,0.0,0.0,0.0
L001879,B0619,2023-11-26,2024-11-25,365,maturity,False,0.0,0.0,0.0
L001880,B0620,2023-01-19,2023-02-18,30,maturity,False,0.0,0.0,0.0
